firstname,p_r_f_his,p_r_f_whi,p_r_f_bla,p_r_f_asi,p_r_f_oth
RAMIN,0,0.847457627,0,0.152542373,0
RAMIRO,0.93220339,0.048022599,0.002824859,0.016949153,0
RAMON,0.791791792,0.113113113,0.013013013,0.08008008,0.002002002
RAMONA,0.247582205,0.64410058,0.065764023,0.03868472,0.003868472
RANA,0.02173913,0.739130435,0.02173913,0.217391304,0
RANAE,0,1,0,0,0
RAND,0.01369863,0.945205479,0.01369863,0.02739726,0
RANDA,0,0.907407407,0.037037037,0.055555556,0
RANDAL,0.011086475,0.953436807,0.011086475,0.019955654,0.00443459
RANDALL,0.007112376,0.967283073,0.009957326,0.013869132,0.001778094
RANDEE,0.020833333,0.979166667,0,0,0
RANDEL,0,0.979166667,0.020833333,0,0
RANDELL,0.037974684,0.898734177,0.063291139,0,0
RANDI,0.013422819,0.959731544,0.023489933,0.003355705,0
RANDOLPH,0.027888446,0.820717131,0.113545817,0.033864542,0.003984064
RANDON,0,1,0,0,0
RANDY,0.018272425,0.927574751,0.020265781,0.03089701,0.002990033
RANIA,0,0.903225806,0,0.096774194,0
RANJIT,0,0.295081967,0,0.68852459,0.016393443
RAOUL,0.151515152,0.515151515,0.121212121,0.212121212,0
RAPHAEL,0.177083333,0.583333333,0.166666667,0.072916667,0
RAQUEL,0.566666667,0.323076923,0.046153846,0.058974359,0.005128205
RASHID,0,0.28125,0.15625,0.5625,0
RASHMI,0,0.171875,0,0.828125,0
RAUL,0.892610837,0.070935961,0.004926108,0.030541872,0.000985222
RAVI,0,0.2,0,0.764102564,0.035897436
RAVINDER,0.029411765,0.220588235,0,0.75,0
RAVINDRA,0,0.113636364,0.022727273,0.863636364,0
RAY,0.068068068,0.795795796,0.069069069,0.062062062,0.005005005
RAYMOND,0.054860443,0.847545717,0.043503369,0.05120308,0.002887392
RAYMUNDO,0.906542056,0.046728972,0,0.046728972,0
RAYNA,0.027777778,0.694444444,0.194444444,0.027777778,0.055555556
REAGAN,0,0.967741935,0,0.032258065,0
REBA,0,0.886363636,0.079545455,0.022727273,0.011363636
REBECA,0.654761905,0.345238095,0,0,0
REBECCA,0.034859593,0.940517361,0.008299903,0.01369484,0.002628303
REBECKA,0,1,0,0,0
REBEKAH,0.015503876,0.963824289,0.010335917,0.010335917,0
REED,0,0.978835979,0.005291005,0.015873016,0
REENA,0,0.403846154,0,0.557692308,0.038461538
REESE,0,1,0,0,0
REFUGIO,0.987012987,0,0,0,0.012987013
REGAN,0.010416667,0.927083333,0.020833333,0.041666667,0
REGENA,0,1,0,0,0
REGGIE,0.055555556,0.685185185,0.203703704,0.055555556,0
REGINA,0.060669456,0.783124128,0.127615063,0.024407252,0.0041841
REGINALD,0.018480493,0.314168378,0.636550308,0.026694045,0.004106776
REID,0,0.914285714,0.007142857,0.071428571,0.007142857
REINA,0.739130435,0.226086957,0.008695652,0.026086957,0
REINALDO,0.824561404,0.140350877,0,0.035087719,0
REKHA,0,0.3,0.02,0.66,0.02
REMEDIOS,0.169811321,0.094339623,0,0.735849057,0
RENA,0.017045455,0.869318182,0.090909091,0.022727273,0
RENAE,0.017751479,0.940828402,0.035502959,0,0.00591716
RENATA,0.118881119,0.853146853,0.027972028,0,0
RENATE,0.010869565,0.97826087,0,0.010869565,0
RENATO,0.233870968,0.306451613,0.016129032,0.435483871,0.008064516
RENE,0.44875,0.48125,0.02625,0.04,0.00375
RENEA,0,0.694444444,0.305555556,0,0
RENEE,0.019421666,0.9128183,0.047906776,0.016400518,0.003452741
RENITA,0,0.519230769,0.461538462,0.019230769,0
RENU,0,0.228571429,0,0.771428571,0
RENUKA,0,0.21875,0,0.75,0.03125
RETHA,0,0.848484848,0.151515152,0,0
REUBEN,0.183486239,0.587155963,0.201834862,0.027522936,0
REVA,0,0.758064516,0.225806452,0,0.016129032
REX,0.009070295,0.900226757,0.004535147,0.0861678,0
REY,0.5,0.108695652,0,0.391304348,0
REYES,0.962962963,0.018518519,0,0.018518519,0
REYNA,0.879120879,0.098901099,0.021978022,0,0
REYNALDO,0.651685393,0.056179775,0.007490637,0.284644195,0
REYNOLD,0,0.674418605,0.186046512,0.139534884,0
REZA,0,0.808333333,0,0.191666667,0
RHEA,0.023809524,0.821428571,0.071428571,0.071428571,0.011904762
RHETT,0,1,0,0,0
RHIANNON,0.01754386,0.98245614,0,0,0
RHODA,0.068627451,0.705882353,0.156862745,0.068627451,0
RHONDA,0.008587786,0.904580153,0.078244275,0.003339695,0.005248092
RIAN,0,0.939393939,0.060606061,0,0
RICARDO,0.785714286,0.122564935,0.038961039,0.05275974,0
RICH,0,0.984615385,0,0.015384615,0
RICHARD,0.028691489,0.936968277,0.014087418,0.018013984,0.002238832
RICHELLE,0,0.904761905,0.047619048,0.047619048,0
RICHIE,0.057142857,0.685714286,0.171428571,0.085714286,0
RICHMOND,0,0.705882353,0.088235294,0.205882353,0
RICK,0.027716995,0.931436907,0.007293946,0.028446389,0.005105762
RICKEY,0.003558719,0.846975089,0.138790036,0.007117438,0.003558719
RICKI,0.027027027,0.864864865,0.081081081,0.027027027,0
RICKIE,0.008130081,0.87804878,0.105691057,0.008130081,0
RICKY,0.025423729,0.849152542,0.070338983,0.051694915,0.003389831
RICO,0.210526316,0.289473684,0.184210526,0.289473684,0.026315789
RIGOBERTO,0.967213115,0.024590164,0,0.004098361,0.004098361
RIKKI,0,0.972222222,0.027777778,0,0
RILEY,0,0.855072464,0.130434783,0.014492754,0
RIMA,0,0.916666667,0,0.083333333,0
RINA,0.189189189,0.5,0.013513514,0.283783784,0.013513514
RISA,0.02,0.96,0,0.02,0
RITA,0.083118224,0.81053175,0.047496128,0.056788849,0.002065049
RITCHIE,0.032258065,0.806451613,0.064516129,0.096774194,0
RITESH,0,0.181818182,0,0.787878788,0.03030303
RITU,0,0.170731707,0,0.804878049,0.024390244
ROB,0.006993007,0.979020979,0.006993007,0,0.006993007
ROBB,0.014492754,0.956521739,0,0.028985507,0
ROBBIE,0.008097166,0.87854251,0.109311741,0.004048583,0
ROBBIN,0,0.894736842,0.105263158,0,0
ROBBY,0.014492754,0.942028986,0,0.043478261,0
ROBERT,0.021384169,0.945109822,0.021612101,0.009241608,0.0026523
ROBERTA,0.030800821,0.924709103,0.032169747,0.009582478,0.002737851
ROBERTO,0.805288462,0.128205128,0.003205128,0.063301282,0
ROBIN,0.007750117,0.942461249,0.036871771,0.011038046,0.001878816
ROBYN,0.007726269,0.95584989,0.022075055,0.011037528,0.003311258
ROCCO,0.015228426,0.979695431,0,0.005076142,0
ROCHELLE,0.014613779,0.837160752,0.129436326,0.018789144,0
ROCIO,0.942307692,0.051282051,0,0.006410256,0
ROCK,0.046511628,0.906976744,0.023255814,0.023255814,0
ROCKY,0.060402685,0.838926174,0.013422819,0.087248322,0
ROD,0.053333333,0.9,0.026666667,0.013333333,0.006666667
RODD,0,1,0,0,0
RODERIC,0,0.733333333,0.1,0.166666667,0
RODERICK,0.009836066,0.645901639,0.28852459,0.049180328,0.006557377
RODGER,0,0.949771689,0.02739726,0.01826484,0.00456621
RODNEY,0.016271502,0.861924686,0.094374709,0.022780102,0.004649
RODOLFO,0.774066798,0.074656189,0,0.147347741,0.003929273
RODRICK,0,0.512195122,0.43902439,0.048780488,0
RODRIGO,0.78030303,0.102272727,0,0.117424242,0
ROGELIO,0.807162534,0.033057851,0,0.159779614,0
ROGER,0.025154356,0.928424423,0.021038189,0.023553625,0.001829408
ROHAN,0.088235294,0.235294118,0.352941176,0.294117647,0.029411765
ROHIT,0,0.148148148,0,0.827160494,0.024691358
ROLAND,0.069400631,0.747634069,0.110410095,0.072555205,0
ROLANDO,0.664652568,0.090634441,0,0.244712991,0
ROLF,0,0.976190476,0.011904762,0,0.011904762
ROLLAND,0.021276596,0.957446809,0,0.021276596,0
ROLLIN,0,0.923076923,0.025641026,0.051282051,0
ROMA,0,0.75,0.05,0.2,0
ROMAN,0.24127907,0.729651163,0.011627907,0.011627907,0.005813953
ROMEO,0.221590909,0.1875,0.022727273,0.568181818,0
ROMMEL,0.209302326,0.11627907,0.023255814,0.651162791,0
ROMULO,0.311111111,0.111111111,0,0.577777778,0
ROMY,0.066666667,0.633333333,0,0.3,0
RON,0.023450586,0.884422111,0.040201005,0.046901173,0.005025126
RONA,0.033898305,0.779661017,0.050847458,0.13559322,0
RONALD,0.016114142,0.923961393,0.040285355,0.015862358,0.003776752
RONALDO,0.292307692,0.2,0.061538462,0.446153846,0
RONDA,0.010204082,0.959183673,0.028061224,0,0.00255102
RONEN,0,1,0,0,0
RONG,0,0,0,0.988636364,0.011363636
RONI,0.072463768,0.84057971,0.028985507,0.043478261,0.014492754
RONIT,0,1,0,0,0
RONNA,0,0.984615385,0.015384615,0,0
RONNIE,0.048275862,0.785057471,0.136781609,0.025287356,0.004597701
RONNY,0.121621622,0.716216216,0.081081081,0.054054054,0.027027027
RONY,0.470588235,0.411764706,0.058823529,0.058823529,0
ROOSEVELT,0,0.076923077,0.923076923,0,0
ROQUE,0.580645161,0.35483871,0,0.064516129,0
RORY,0.02016129,0.931451613,0.032258065,0.016129032,0
ROSA,0.729036729,0.202356202,0.044352044,0.022869023,0.001386001
ROSALBA,0.902173913,0.086956522,0,0.010869565,0
ROSALEE,0.097560976,0.707317073,0.195121951,0,0
ROSALIA,0.577464789,0.338028169,0.014084507,0.070422535,0
ROSALIE,0.104395604,0.835164835,0.016483516,0.038461538,0.005494505
ROSALINA,0.58974359,0.166666667,0,0.230769231,0.012820513
ROSALIND,0.032432432,0.589189189,0.340540541,0.037837838,0
ROSALINDA,0.610778443,0.191616766,0.005988024,0.185628743,0.005988024
ROSALIO,0.810810811,0.081081081,0,0.108108108,0
ROSALVA,0.975609756,0.024390244,0,0,0
ROSALYN,0.056451613,0.564516129,0.322580645,0.048387097,0.008064516
ROSANA,0.483870968,0.290322581,0,0.225806452,0
ROSANN,0.033333333,0.9,0,0.066666667,0
ROSANNA,0.107438017,0.710743802,0.033057851,0.132231405,0.016528926
ROSANNE,0.04368932,0.941747573,0.009708738,0.004854369,0
ROSARIO,0.603896104,0.220779221,0,0.175324675,0
ROSAURA,0.973684211,0.026315789,0,0,0
ROSCOE,0,0.647058824,0.352941176,0,0
ROSE,0.086411609,0.768469657,0.093007916,0.046833773,0.005277045
ROSEANN,0.01025641,0.964102564,0.020512821,0.005128205,0
ROSEANNA,0.121212121,0.878787879,0,0,0
ROSEANNE,0.0625,0.901785714,0.017857143,0.017857143,0
ROSELLA,0.147058824,0.764705882,0.058823529,0.029411765,0
ROSELYN,0.05,0.75,0.075,0.125,0
ROSEMARIE,0.079710145,0.81884058,0.032608696,0.063405797,0.005434783
ROSEMARY,0.068754775,0.864782277,0.042016807,0.022154316,0.002291826
ROSENDO,0.902439024,0.012195122,0,0.085365854,0
ROSETTA,0.054054054,0.459459459,0.432432432,0.027027027,0.027027027
ROSHAN,0,0.432432432,0.027027027,0.540540541,0
ROSIE,0.298136646,0.378881988,0.229813665,0.080745342,0.01242236
ROSIO,1,0,0,0,0
ROSITA,0.327272727,0.254545455,0.018181818,0.381818182,0.018181818
ROSLYN,0.01754386,0.684210526,0.271929825,0.026315789,0
ROSS,0.014002334,0.954492415,0.004667445,0.023337223,0.003500583
ROSWITHA,0,1,0,0,0
ROWENA,0.063829787,0.468085106,0.063829787,0.393617021,0.010638298
ROXANA,0.513274336,0.389380531,0.008849558,0.079646018,0.008849558
ROXANE,0.063492063,0.873015873,0.015873016,0.047619048,0
ROXANN,0.028169014,0.957746479,0.014084507,0,0
ROXANNA,0.164556962,0.784810127,0.025316456,0.012658228,0.012658228
ROXANNE,0.04456328,0.857397504,0.062388592,0.032085561,0.003565062
ROXIE,0.022222222,0.8,0.177777778,0,0
ROY,0.034778466,0.851357789,0.056217246,0.054311577,0.003334921
ROYAL,0,0.84,0.1,0.04,0.02
ROYCE,0.008064516,0.903225806,0.064516129,0.024193548,0
RUBEN,0.808488613,0.137681159,0.01242236,0.040372671,0.001035197
RUBINA,0.129032258,0.290322581,0.032258065,0.516129032,0.032258065
RUBY,0.098619329,0.530571992,0.240631164,0.126232742,0.003944773
RUDOLF,0.032786885,0.93442623,0,0.032786885,0
RUDOLPH,0.170634921,0.555555556,0.234126984,0.035714286,0.003968254
RUDY,0.432258065,0.425806452,0.032258065,0.1,0.009677419
RUFUS,0.012195122,0.524390244,0.414634146,0.036585366,0.012195122
RUI,0.038095238,0.380952381,0,0.580952381,0
RUPERT,0.075,0.475,0.275,0.175,0
RUSLAN,0,1,0,0,0
RUSS,0.010526316,0.947368421,0,0.042105263,0
RUSSEL,0,0.970588235,0.009803922,0.019607843,0
RUSSELL,0.007246377,0.947463768,0.026268116,0.01660628,0.002415459
RUSTIN,0,1,0,0,0
RUSTY,0.030927835,0.969072165,0,0,0
RUTH,0.061074319,0.860191317,0.054083885,0.02133922,0.003311258
RUTHANN,0.011627907,0.988372093,0,0,0
RUTHANNE,0,0.967741935,0.032258065,0,0
RUTHIE,0.047619048,0.595238095,0.357142857,0,0
RYAN,0.009831029,0.957450077,0.008602151,0.023041475,0.001075269
RYANN,0,1,0,0,0
RYSZARD,0,1,0,0,0
SABINA,0.158536585,0.646341463,0.024390244,0.158536585,0.012195122
SABINE,0,0.972222222,0.027777778,0,0
SABINO,0.743589744,0.179487179,0,0.076923077,0
SABRA,0,1,0,0,0
SABRINA,0.057361377,0.75334608,0.143403442,0.040152964,0.005736138
SACHIN,0,0.140625,0,0.84375,0.015625
SADIE,0.063829787,0.723404255,0.170212766,0,0.042553191
SAEED,0,0.711864407,0.016949153,0.271186441,0
SAI,0.020408163,0.081632653,0,0.897959184,0
SAID,0.017857143,0.785714286,0.035714286,0.142857143,0.017857143
SAL,0.217391304,0.695652174,0,0.065217391,0.02173913
SALIM,0,0.471698113,0,0.471698113,0.056603774
SALINA,0.09375,0.40625,0.15625,0.34375,0
SALLIE,0.013513514,0.878378378,0.081081081,0.013513514,0.013513514
SALLY,0.023232323,0.938888889,0.007070707,0.027777778,0.003030303
SALOMON,0.803921569,0.137254902,0.019607843,0.039215686,0
SALVADOR,0.918032787,0.050441362,0.001261034,0.029003783,0.001261034
SALVATORE,0.007518797,0.989473684,0,0.001503759,0.001503759
SAM,0.030261348,0.7303989,0.045392022,0.192572215,0.001375516
SAMANTHA,0.03567889,0.887016848,0.03567889,0.03567889,0.005946482
SAMEER,0,0.316666667,0,0.65,0.033333333
SAMER,0.013888889,0.819444444,0.027777778,0.138888889,0
SAMI,0.031746032,0.825396825,0.047619048,0.095238095,0
SAMIR,0.033333333,0.561111111,0.005555556,0.388888889,0.011111111
SAMIRA,0.081632653,0.714285714,0.081632653,0.102040816,0.020408163
SAMMIE,0.018518519,0.407407407,0.537037037,0.037037037,0
SAMMY,0.068027211,0.680272109,0.095238095,0.142857143,0.013605442
SAMSON,0.046875,0.203125,0.25,0.5,0
SAMUEL,0.115990309,0.731980618,0.093882495,0.05420957,0.003937008
SAN,0.375,0.053571429,0,0.553571429,0.017857143
SANDEEP,0.007246377,0.195652174,0,0.782608696,0.014492754
SANDER,0,1,0,0,0
SANDHYA,0,0.142857143,0,0.833333333,0.023809524
SANDI,0.019736842,0.934210526,0.006578947,0.032894737,0.006578947
SANDOR,0.03030303,0.939393939,0.03030303,0,0
SANDRA,0.075802343,0.867142129,0.043402955,0.010596026,0.003056546
SANDY,0.072859745,0.704918033,0.021857923,0.194899818,0.005464481
SANFORD,0,0.902912621,0.048543689,0.048543689,0
SANG,0,0.029411765,0,0.970588235,0
SANGEETA,0,0.1875,0,0.8125,0
SANGITA,0,0.235294118,0,0.735294118,0.029411765
SANJAY,0.003846154,0.138461538,0,0.838461538,0.019230769
SANJEEV,0.00952381,0.152380952,0,0.828571429,0.00952381
SANJIV,0,0.170212766,0,0.829787234,0
SANTA,0.404761905,0.476190476,0.047619048,0.071428571,0
SANTIAGO,0.8984375,0.078125,0,0.0234375,0
SANTO,0.111111111,0.888888889,0,0,0
SANTOS,0.960199005,0.029850746,0,0.009950249,0
SANTOSH,0.016949153,0.169491525,0,0.813559322,0
SARA,0.066982622,0.908688784,0.010742496,0.011690363,0.001895735
SARAH,0.018914729,0.939689922,0.01751938,0.020775194,0.003100775
SARI,0,0.921052632,0.026315789,0.052631579,0
SARINA,0,0.787878788,0,0.212121212,0
SARITA,0.078125,0.3125,0.25,0.34375,0.015625
SARKIS,0,0.952380952,0,0.047619048,0
SASHA,0.065217391,0.858695652,0.054347826,0.02173913,0
SATISH,0,0.170940171,0,0.803418803,0.025641026
SATYA,0,0.4,0.022222222,0.533333333,0.044444444
SAU,0,0,0,1,0
SAUL,0.7,0.286206897,0.013793103,0,0
SAUNDRA,0.023809524,0.803571429,0.166666667,0,0.005952381
SAVANNAH,0.022222222,0.822222222,0.133333333,0.022222222,0
SAVERIO,0,1,0,0,0
SAVITA,0.028571429,0.142857143,0,0.771428571,0.057142857
SAWSAN,0,1,0,0,0
SAYED,0,0.432432432,0,0.567567568,0
SCARLETT,0.057142857,0.942857143,0,0,0
SCHUYLER,0,1,0,0,0
SCOT,0.003125,0.975,0.00625,0.015625,0
SCOTT,0.004272925,0.983111774,0.002712968,0.008681498,0.001220836
SCOTTIE,0.02173913,0.826086957,0.152173913,0,0
SCOTTY,0.025641026,0.884615385,0.038461538,0.051282051,0
SEAMUS,0,1,0,0,0
SEAN,0.008642603,0.945094052,0.023640061,0.019572954,0.00305033
SEBASTIAN,0.256684492,0.625668449,0.037433155,0.080213904,0
SEE,0,0,0,1,0
SEEMA,0,0.269230769,0,0.692307692,0.038461538
SEGUNDO,0.860465116,0.046511628,0,0.093023256,0
SELENA,0.105882353,0.611764706,0.2,0.082352941,0
SELINA,0.147058824,0.514705882,0.147058824,0.176470588,0.014705882
SELMA,0.04,0.8,0.12,0.04,0
SEN,0,0,0,1,0
SENG,0,0.1,0,0.9,0
SEOK,0,0,0,1,0
SEONG,0,0.051282051,0,0.948717949,0
SERAFIN,0.693877551,0.12244898,0.020408163,0.163265306,0
SERENA,0.028571429,0.757142857,0.071428571,0.142857143,0
SERGE,0.013888889,0.791666667,0.194444444,0,0
SERGEI,0,0.976744186,0,0.023255814,0
SERGEY,0,0.985576923,0,0.014423077,0
SERGIO,0.831941545,0.147181628,0.005219207,0.01565762,0
SERGIY,0,1,0,0,0
SETH,0.003282276,0.980306346,0.008752735,0.006564551,0.001094092
SEUNG,0,0.048192771,0,0.951807229,0
SEYED,0.028571429,0.685714286,0,0.285714286,0
SEYMOUR,0,0.862745098,0.098039216,0.039215686,0
SHAD,0,0.983050847,0,0,0.016949153
SHADI,0,1,0,0,0
SHAE,0,1,0,0,0
SHAHID,0,0.304347826,0.02173913,0.652173913,0.02173913
SHAHIN,0.064516129,0.806451613,0,0.129032258,0
SHAHRAM,0,0.966666667,0,0.033333333,0
SHAILESH,0,0.215686275,0,0.784313725,0
SHAINA,0,1,0,0,0
SHALINI,0,0.193548387,0,0.806451613,0
SHAN,0,0.371428571,0,0.628571429,0
SHANA,0.008368201,0.907949791,0.062761506,0.016736402,0.0041841
SHANDA,0.013888889,0.805555556,0.166666667,0.013888889,0
SHANE,0.007541478,0.970588235,0.007541478,0.012066365,0.002262443
SHANKAR,0.03030303,0.303030303,0,0.666666667,0
SHANNA,0.014218009,0.938388626,0.018957346,0.018957346,0.009478673
SHANNAN,0.058823529,0.926470588,0,0,0.014705882
SHANNON,0.011015912,0.954100367,0.02753978,0.005507956,0.001835985
SHANON,0.016129032,0.903225806,0.064516129,0.016129032,0
SHANTI,0.033333333,0.4,0.066666667,0.5,0
SHAO,0,0,0,1,0
SHARA,0.037037037,0.907407407,0.018518519,0.018518519,0.018518519
SHARAD,0.03030303,0.303030303,0,0.636363636,0.03030303
SHAREE,0,0.870967742,0.129032258,0,0
SHAREN,0.028571429,0.914285714,0.028571429,0.028571429,0
SHARI,0.010385757,0.952522255,0.020771513,0.013353116,0.002967359
SHARILYN,0,1,0,0,0
SHARLA,0,0.957142857,0.028571429,0,0.014285714
SHARLENE,0.026548673,0.867256637,0.053097345,0.053097345,0
SHARON,0.00736106,0.913016808,0.057661637,0.018770703,0.003189793
SHARRON,0,0.904411765,0.095588235,0,0
SHARYL,0,0.931818182,0.022727273,0.045454545,0
SHARYN,0.008849558,0.96460177,0.008849558,0.008849558,0.008849558
SHASHI,0.03125,0.1875,0,0.78125,0
SHAUN,0.007052186,0.923836389,0.038081805,0.02538787,0.005641749
SHAUNA,0.003472222,0.923611111,0.0625,0.010416667,0
SHAWN,0.009867407,0.940178847,0.030218933,0.016034536,0.003700278
SHAWNA,0.017412935,0.950248756,0.019900498,0.007462687,0.004975124
SHAWNEE,0,1,0,0,0
SHAY,0,0.953846154,0.030769231,0,0.015384615
SHAYLA,0.023809524,0.642857143,0.333333333,0,0
SHAYNA,0.022222222,0.888888889,0.044444444,0.044444444,0
SHAYNE,0,0.957142857,0.014285714,0.028571429,0
SHEA,0.014925373,0.910447761,0.059701493,0.014925373,0
SHEELA,0.064516129,0.290322581,0,0.64516129,0
SHEENA,0.043103448,0.706896552,0.163793103,0.068965517,0.017241379
SHEILA,0.018189167,0.871463217,0.085691188,0.02061439,0.004042037
SHEILAH,0.032258065,0.709677419,0.161290323,0.096774194,0
SHELAGH,0,1,0,0,0
SHELBY,0.012779553,0.92971246,0.051118211,0.003194888,0.003194888
SHELDON,0.003401361,0.857142857,0.105442177,0.034013605,0
SHELIA,0.005714286,0.697142857,0.297142857,0,0
SHELLEY,0.006178288,0.950573698,0.021182701,0.019417476,0.002647838
SHELLI,0.019047619,0.971428571,0.00952381,0,0
SHELLIE,0.016806723,0.907563025,0.058823529,0.016806723,0
SHELLY,0.010242086,0.945996276,0.019553073,0.020484171,0.003724395
SHELTON,0.025641026,0.487179487,0.461538462,0.025641026,0
SHENG,0.019230769,0.019230769,0,0.961538462,0
SHEREE,0.006369427,0.891719745,0.082802548,0.012738854,0.006369427
SHERI,0.005382131,0.949407966,0.021528525,0.019375673,0.004305705
SHERIDAN,0,1,0,0,0
SHERIE,0.032258065,0.935483871,0.016129032,0.016129032,0
SHERILYN,0,0.929824561,0.035087719,0.035087719,0
SHERMAN,0.016759777,0.592178771,0.273743017,0.111731844,0.005586592
SHERRI,0.005244755,0.938811189,0.043706294,0.01048951,0.001748252
SHERRIE,0.012953368,0.909326425,0.062176166,0.012953368,0.002590674
SHERRIL,0,1,0,0,0
SHERRILL,0.011904762,0.904761905,0.047619048,0.011904762,0.023809524
SHERRY,0.00921659,0.924423963,0.041935484,0.022119816,0.002304147
SHERRYL,0.01754386,0.894736842,0.070175439,0.01754386,0
SHERWIN,0,0.674418605,0.139534884,0.186046512,0
SHERWOOD,0,0.878787879,0.121212121,0,0
SHERYL,0.005785124,0.934710744,0.037190083,0.017355372,0.004958678
SHERYLE,0,1,0,0,0
SHI,0,0,0,1,0
SHIH,0,0,0,1,0
SHILOH,0,1,0,0,0
SHILPA,0.016393443,0.163934426,0,0.803278689,0.016393443
SHIN,0,0.090909091,0,0.909090909,0
SHIRA,0,0.972222222,0.027777778,0,0
SHIRLEE,0,0.942307692,0.019230769,0.038461538,0
SHIRLEY,0.020763563,0.805760214,0.122572003,0.045880777,0.005023443
SHLOMO,0,1,0,0,0
SHMUEL,0,1,0,0,0
SHON,0,0.864864865,0.108108108,0.027027027,0
SHONDA,0,0.75,0.21875,0.03125,0
SHU,0,0.019047619,0,0.980952381,0
SHUANG,0,0,0,1,0
SHUI,0,0,0,1,0
SHYAM,0,0.212121212,0.03030303,0.757575758,0
SI,0,0.117647059,0,0.882352941,0
SIAMAK,0,0.933333333,0,0.066666667,0
SIDNEY,0.00982801,0.815724816,0.132678133,0.039312039,0.002457002
SIEGFRIED,0,1,0,0,0
SIERRA,0.023809524,0.904761905,0.023809524,0.023809524,0.023809524
SIGNE,0,1,0,0,0
SIGRID,0.034482759,0.948275862,0.017241379,0,0
SILAS,0.072727273,0.654545455,0.181818182,0.054545455,0.036363636
SILVANA,0.158730159,0.761904762,0,0.079365079,0
SILVIA,0.736086176,0.236983842,0.012567325,0.010771993,0.003590664
SILVIO,0.458333333,0.520833333,0,0,0.020833333
SIMA,0,0.8,0,0.175,0.025
SIMEON,0.051282051,0.512820513,0.282051282,0.153846154,0
SIMON,0.098566308,0.655913978,0.035842294,0.207885305,0.001792115
SIMONA,0.225,0.6,0.075,0.05,0.05
SIMONE,0.064516129,0.683870968,0.193548387,0.038709677,0.019354839
SIOBHAN,0,0.936842105,0.042105263,0.021052632,0
SIU,0,0.029411765,0,0.970588235,0
SIVAKUMAR,0,0.135135135,0,0.837837838,0.027027027
SKY,0,1,0,0,0
SKYE,0.055555556,0.888888889,0,0.027777778,0.027777778
SKYLAR,0,1,0,0,0
SKYLER,0,1,0,0,0
SLAVICA,0,1,0,0,0
SLAWOMIR,0,1,0,0,0
SLOANE,0,1,0,0,0
SLOBODAN,0,1,0,0,0
SMITA,0.018867925,0.169811321,0,0.811320755,0
SNEZANA,0,1,0,0,0
SO,0,0,0,1,0
SOCORRO,0.788235294,0.123529412,0,0.082352941,0.005882353
SOFIA,0.489361702,0.414893617,0.010638298,0.079787234,0.005319149
SOHAIL,0,0.222222222,0,0.755555556,0.022222222
SOK,0,0,0,1,0
SOLEDAD,0.734375,0.0625,0.015625,0.1875,0
SOLOMON,0.025862069,0.353448276,0.448275862,0.155172414,0.017241379
SOMMER,0.066666667,0.933333333,0,0,0
SON,0.011173184,0.027932961,0,0.955307263,0.005586592
SONA,0,0.7,0.033333333,0.266666667,0
SONAL,0,0.2,0,0.78,0.02
SONDRA,0.004,0.908,0.072,0.016,0
SONG,0,0.054347826,0,0.945652174,0
SONIA,0.4604811,0.366552119,0.07674685,0.093928981,0.002290951
SONJA,0.012285012,0.85995086,0.110565111,0.012285012,0.004914005
SONNY,0.057692308,0.394230769,0.038461538,0.509615385,0
SONYA,0.064777328,0.718623482,0.182186235,0.026315789,0.008097166
SOO,0.012048193,0.036144578,0,0.939759036,0.012048193
SOOK,0,0.026315789,0,0.973684211,0
SOON,0,0.029126214,0,0.970873786,0
SOPHIA,0.123595506,0.561797753,0.142322097,0.172284644,0
SOPHIE,0.042016807,0.781512605,0.058823529,0.117647059,0
SORAYA,0.204545455,0.613636364,0.022727273,0.090909091,0.068181818
SOREN,0,1,0,0,0
SPENCER,0.002309469,0.889145497,0.060046189,0.046189376,0.002309469
SPIRO,0,1,0,0,0
SRIDHAR,0.015625,0.109375,0,0.875,0
SRIKANTH,0,0.102040816,0,0.897959184,0
SRINIVAS,0.0078125,0.1640625,0,0.796875,0.03125
SRINIVASA,0,0.042857143,0,0.942857143,0.014285714
SRINIVASAN,0.020408163,0.081632653,0,0.897959184,0
SRIRAM,0,0.147058824,0,0.823529412,0.029411765
STACEY,0.01588043,0.936478281,0.032695002,0.011209715,0.003736572
STACI,0.011976048,0.952095808,0.017964072,0.017964072,0
STACIA,0.010638298,0.914893617,0.031914894,0.042553191,0
STACIE,0.017307692,0.95,0.023076923,0.009615385,0
STACY,0.011215792,0.944818304,0.023328847,0.015253477,0.00538358
STAN,0.011049724,0.91160221,0.033149171,0.038674033,0.005524862
STANFORD,0,0.76,0.2,0.04,0
STANISLAV,0.022222222,0.977777778,0,0,0
STANISLAW,0,1,0,0,0
STANISLAWA,0,1,0,0,0
STANLEY,0.011318898,0.848425197,0.070374016,0.066437008,0.003444882
STANTON,0,0.829268293,0.073170732,0.073170732,0.024390244
STARLA,0.01754386,0.912280702,0.070175439,0,0
STARR,0.023255814,0.906976744,0.069767442,0,0
STAVROS,0,1,0,0,0
STEFAN,0.030188679,0.913207547,0.018867925,0.033962264,0.003773585
STEFANI,0.031746032,0.936507937,0,0.015873016,0.015873016
STEFANIA,0,1,0,0,0
