,ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
13947,47620,Posey County,IN,18129,H1
13948,47720,Posey County,IN,18129,H1
13949,47712,Posey County,IN,18129,H1
13950,47638,Posey County,IN,18129,H1
13951,47633,Posey County,IN,18129,H1
13952,47616,Posey County,IN,18129,H1
13953,46996,Pulaski County,IN,18131,H1
13954,47957,Pulaski County,IN,18131,H1
13955,46985,Pulaski County,IN,18131,H1
13956,46968,Pulaski County,IN,18131,H1
13957,46374,Pulaski County,IN,18131,H1
13958,46366,Pulaski County,IN,18131,H1
13959,46960,Pulaski County,IN,18131,H1
13960,47946,Pulaski County,IN,18131,H1
13961,46511,Pulaski County,IN,18131,H1
13962,46978,Pulaski County,IN,18131,H1
13963,47959,Pulaski County,IN,18131,H1
13964,46939,Pulaski County,IN,18131,H1
13965,47960,Pulaski County,IN,18131,H1
13966,46175,Putnam County,IN,18133,H1
13967,47840,Putnam County,IN,18133,H1
13968,47954,Putnam County,IN,18133,H1
13969,46170,Putnam County,IN,18133,H1
13970,47456,Putnam County,IN,18133,H1
13971,47989,Putnam County,IN,18133,H1
13972,46105,Putnam County,IN,18133,H1
13973,46172,Putnam County,IN,18133,H1
13974,46165,Putnam County,IN,18133,H1
13975,47834,Putnam County,IN,18133,H1
13976,46120,Putnam County,IN,18133,H1
13977,46128,Putnam County,IN,18133,H1
13978,46121,Putnam County,IN,18133,H1
13979,46135,Putnam County,IN,18133,H1
13980,46171,Putnam County,IN,18133,H1
13981,47868,Putnam County,IN,18133,H1
13982,47340,Randolph County,IN,18135,H1
13983,47371,Randolph County,IN,18135,H1
13984,47390,Randolph County,IN,18135,H1
13985,47373,Randolph County,IN,18135,H1
13986,47320,Randolph County,IN,18135,H1
13987,47358,Randolph County,IN,18135,H1
13988,47394,Randolph County,IN,18135,H1
13989,47368,Randolph County,IN,18135,H1
13990,47393,Randolph County,IN,18135,H1
13991,47380,Randolph County,IN,18135,H1
13992,47354,Randolph County,IN,18135,H1
13993,47383,Randolph County,IN,18135,H1
13994,47355,Randolph County,IN,18135,H1
13995,47341,Randolph County,IN,18135,H1
13996,47382,Randolph County,IN,18135,H1
13997,47006,Ripley County,IN,18137,H1
13998,47224,Ripley County,IN,18137,H1
13999,47223,Ripley County,IN,18137,H1
14000,47037,Ripley County,IN,18137,H1
14001,47032,Ripley County,IN,18137,H1
14002,47041,Ripley County,IN,18137,H1
14003,47031,Ripley County,IN,18137,H1
14004,47021,Ripley County,IN,18137,H1
14005,47023,Ripley County,IN,18137,H1
14006,47017,Ripley County,IN,18137,H1
14007,47042,Ripley County,IN,18137,H1
14008,47240,Ripley County,IN,18137,H1
14009,47034,Ripley County,IN,18137,H1
14010,47250,Ripley County,IN,18137,H1
14011,47018,Ripley County,IN,18137,H1
14012,47039,Ripley County,IN,18137,H1
14013,47033,Ripley County,IN,18137,H1
14014,46146,Rush County,IN,18139,H1
14015,46140,Rush County,IN,18139,H1
14016,46182,Rush County,IN,18139,H1
14017,47240,Rush County,IN,18139,H1
14018,47272,Rush County,IN,18139,H1
14019,46161,Rush County,IN,18139,H1
14020,46115,Rush County,IN,18139,H1
14021,46155,Rush County,IN,18139,H1
14022,46173,Rush County,IN,18139,H1
14023,46156,Rush County,IN,18139,H1
14024,46150,Rush County,IN,18139,H1
14025,47352,Rush County,IN,18139,H1
14026,46127,Rush County,IN,18139,H1
14027,46104,Rush County,IN,18139,H1
14028,46148,Rush County,IN,18139,H1
14029,46133,Rush County,IN,18139,H1
14030,46628,St. Joseph County,IN,18141,H1
14031,46574,St. Joseph County,IN,18141,H1
14032,46536,St. Joseph County,IN,18141,H1
14033,46563,St. Joseph County,IN,18141,H1
14034,46637,St. Joseph County,IN,18141,H1
14035,46613,St. Joseph County,IN,18141,H1
14036,46601,St. Joseph County,IN,18141,H1
14037,46616,St. Joseph County,IN,18141,H1
14038,46617,St. Joseph County,IN,18141,H1
14039,46561,St. Joseph County,IN,18141,H1
14040,46546,St. Joseph County,IN,18141,H1
14041,46624,St. Joseph County,IN,18141,H1
14042,46506,St. Joseph County,IN,18141,H1
14043,46615,St. Joseph County,IN,18141,H1
14044,46619,St. Joseph County,IN,18141,H1
14045,46530,St. Joseph County,IN,18141,H1
14046,46550,St. Joseph County,IN,18141,H1
14047,46614,St. Joseph County,IN,18141,H1
14048,46554,St. Joseph County,IN,18141,H1
14049,46552,St. Joseph County,IN,18141,H1
14050,46556,St. Joseph County,IN,18141,H1
14051,46573,St. Joseph County,IN,18141,H1
14052,46595,St. Joseph County,IN,18141,H1
14053,46544,St. Joseph County,IN,18141,H1
14054,46634,St. Joseph County,IN,18141,H1
14055,46660,St. Joseph County,IN,18141,H1
14056,46635,St. Joseph County,IN,18141,H1
14057,46545,St. Joseph County,IN,18141,H1
14058,46680,St. Joseph County,IN,18141,H1
14059,46626,St. Joseph County,IN,18141,H1
14060,47177,Scott County,IN,18143,H1
14061,47141,Scott County,IN,18143,H1
14062,47102,Scott County,IN,18143,H1
14063,47138,Scott County,IN,18143,H1
14064,47126,Scott County,IN,18143,H1
14065,47170,Scott County,IN,18143,H1
14066,47230,Scott County,IN,18143,H1
14067,47147,Scott County,IN,18143,H1
14068,46130,Shelby County,IN,18145,H1
14069,46124,Shelby County,IN,18145,H1
14070,46144,Shelby County,IN,18145,H1
14071,46161,Shelby County,IN,18145,H1
14072,46131,Shelby County,IN,18145,H1
14073,46163,Shelby County,IN,18145,H1
14074,46126,Shelby County,IN,18145,H1
14075,46110,Shelby County,IN,18145,H1
14076,46182,Shelby County,IN,18145,H1
14077,46176,Shelby County,IN,18145,H1
14078,47234,Shelby County,IN,18145,H1
14079,46150,Shelby County,IN,18145,H1
14080,46162,Shelby County,IN,18145,H1
14081,47272,Shelby County,IN,18145,H1
14082,46259,Shelby County,IN,18145,H1
14083,46140,Shelby County,IN,18145,H1
14084,47532,Spencer County,IN,18147,H1
14085,47531,Spencer County,IN,18147,H1
14086,47588,Spencer County,IN,18147,H1
14087,47536,Spencer County,IN,18147,H1
14088,47611,Spencer County,IN,18147,H1
14089,47579,Spencer County,IN,18147,H1
14090,47541,Spencer County,IN,18147,H1
14091,47556,Spencer County,IN,18147,H1
14092,47637,Spencer County,IN,18147,H1
14093,47523,Spencer County,IN,18147,H1
14094,47601,Spencer County,IN,18147,H1
14095,47635,Spencer County,IN,18147,H1
14096,47634,Spencer County,IN,18147,H1
14097,47615,Spencer County,IN,18147,H1
14098,47552,Spencer County,IN,18147,H1
14099,47617,Spencer County,IN,18147,H1
14100,47550,Spencer County,IN,18147,H1
14101,47537,Spencer County,IN,18147,H1
14102,47577,Spencer County,IN,18147,H1
14103,46960,Starke County,IN,18149,H1
14104,46968,Starke County,IN,18149,H1
14105,46574,Starke County,IN,18149,H1
14106,46366,Starke County,IN,18149,H1
14107,46374,Starke County,IN,18149,H1
14108,46563,Starke County,IN,18149,H1
14109,46531,Starke County,IN,18149,H1
14110,46534,Starke County,IN,18149,H1
14111,46532,Starke County,IN,18149,H1
14112,46511,Starke County,IN,18149,H1
14113,46742,Steuben County,IN,18151,H1
14114,46779,Steuben County,IN,18151,H1
14115,46705,Steuben County,IN,18151,H1
14116,46703,Steuben County,IN,18151,H1
14117,46776,Steuben County,IN,18151,H1
14118,46761,Steuben County,IN,18151,H1
14119,46747,Steuben County,IN,18151,H1
14120,46737,Steuben County,IN,18151,H1
14121,46793,Steuben County,IN,18151,H1
14122,46730,Steuben County,IN,18151,H1
14123,47855,Sullivan County,IN,18153,H1
14124,47852,Sullivan County,IN,18153,H1
14125,47858,Sullivan County,IN,18153,H1
14126,47879,Sullivan County,IN,18153,H1
14127,47849,Sullivan County,IN,18153,H1
14128,47882,Sullivan County,IN,18153,H1
14129,47838,Sullivan County,IN,18153,H1
14130,47861,Sullivan County,IN,18153,H1
14131,47850,Sullivan County,IN,18153,H1
14132,47438,Sullivan County,IN,18153,H1
14133,47848,Sullivan County,IN,18153,H1
14134,47043,Switzerland County,IN,18155,H1
14135,47250,Switzerland County,IN,18155,H1
14136,47224,Switzerland County,IN,18155,H1
14137,47038,Switzerland County,IN,18155,H1
14138,47040,Switzerland County,IN,18155,H1
14139,47020,Switzerland County,IN,18155,H1
14140,47018,Switzerland County,IN,18155,H1
14141,47019,Switzerland County,IN,18155,H1
14142,47011,Switzerland County,IN,18155,H1
14143,47017,Switzerland County,IN,18155,H1
14144,47981,Tippecanoe County,IN,18157,H1
14145,47930,Tippecanoe County,IN,18157,H1
14146,46058,Tippecanoe County,IN,18157,H1
14147,47983,Tippecanoe County,IN,18157,H1
14148,47901,Tippecanoe County,IN,18157,H1
14149,47904,Tippecanoe County,IN,18157,H1
14150,47907,Tippecanoe County,IN,18157,H1
14151,46041,Tippecanoe County,IN,18157,H1
14152,47920,Tippecanoe County,IN,18157,H1
14153,47996,Tippecanoe County,IN,18157,H1
14154,47970,Tippecanoe County,IN,18157,H1
14155,47909,Tippecanoe County,IN,18157,H1
14156,46923,Tippecanoe County,IN,18157,H1
14157,47918,Tippecanoe County,IN,18157,H1
14158,47967,Tippecanoe County,IN,18157,H1
14159,47941,Tippecanoe County,IN,18157,H1
14160,47902,Tippecanoe County,IN,18157,H1
14161,47992,Tippecanoe County,IN,18157,H1
14162,47924,Tippecanoe County,IN,18157,H1
14163,47906,Tippecanoe County,IN,18157,H1
14164,47905,Tippecanoe County,IN,18157,H1
14165,47903,Tippecanoe County,IN,18157,H1
14166,47955,Tippecanoe County,IN,18157,H1
14167,47962,Tippecanoe County,IN,18157,H1
14168,46076,Tipton County,IN,18159,H1
14169,46902,Tipton County,IN,18159,H1
14170,46049,Tipton County,IN,18159,H1
14171,46045,Tipton County,IN,18159,H1
14172,46047,Tipton County,IN,18159,H1
14173,46069,Tipton County,IN,18159,H1
14174,46031,Tipton County,IN,18159,H1
14175,46068,Tipton County,IN,18159,H1
14176,46072,Tipton County,IN,18159,H1
14177,46036,Tipton County,IN,18159,H1
14178,46979,Tipton County,IN,18159,H1
14179,46050,Tipton County,IN,18159,H1
14180,47353,Union County,IN,18161,H1
14181,47003,Union County,IN,18161,H1
14182,47325,Union County,IN,18161,H1
14183,47331,Union County,IN,18161,H1
14184,47010,Union County,IN,18161,H1
14185,47715,Vanderburgh County,IN,18163,H1
14186,47708,Vanderburgh County,IN,18163,H1
14187,47716,Vanderburgh County,IN,18163,H1
14188,47730,Vanderburgh County,IN,18163,H1
14189,47702,Vanderburgh County,IN,18163,H1
14190,47731,Vanderburgh County,IN,18163,H1
14191,47724,Vanderburgh County,IN,18163,H1
14192,47747,Vanderburgh County,IN,18163,H1
14193,47750,Vanderburgh County,IN,18163,H1
14194,47711,Vanderburgh County,IN,18163,H1
14195,47712,Vanderburgh County,IN,18163,H1
14196,47720,Vanderburgh County,IN,18163,H1
14197,47713,Vanderburgh County,IN,18163,H1
14198,47710,Vanderburgh County,IN,18163,H1
14199,47701,Vanderburgh County,IN,18163,H1
14200,47639,Vanderburgh County,IN,18163,H1
14201,47706,Vanderburgh County,IN,18163,H1
14202,47613,Vanderburgh County,IN,18163,H1
14203,47721,Vanderburgh County,IN,18163,H1
14204,47737,Vanderburgh County,IN,18163,H1
14205,47734,Vanderburgh County,IN,18163,H1
14206,47638,Vanderburgh County,IN,18163,H1
14207,47612,Vanderburgh County,IN,18163,H1
14208,47618,Vanderburgh County,IN,18163,H1
14209,47704,Vanderburgh County,IN,18163,H1
14210,47725,Vanderburgh County,IN,18163,H1
14211,47705,Vanderburgh County,IN,18163,H1
14212,47728,Vanderburgh County,IN,18163,H1
14213,47620,Vanderburgh County,IN,18163,H1
14214,47732,Vanderburgh County,IN,18163,H1
14215,47722,Vanderburgh County,IN,18163,H1
14216,47735,Vanderburgh County,IN,18163,H1
14217,47714,Vanderburgh County,IN,18163,H1
14218,47719,Vanderburgh County,IN,18163,H1
14219,47703,Vanderburgh County,IN,18163,H1
14220,47736,Vanderburgh County,IN,18163,H1
14221,47733,Vanderburgh County,IN,18163,H1
14222,47928,Vermillion County,IN,18165,H1
14223,47875,Vermillion County,IN,18165,H1
14224,47842,Vermillion County,IN,18165,H1
14225,47884,Vermillion County,IN,18165,H1
14226,47966,Vermillion County,IN,18165,H1
14227,47974,Vermillion County,IN,18165,H1
14228,47854,Vermillion County,IN,18165,H1
14229,47932,Vermillion County,IN,18165,H1
14230,47885,Vermillion County,IN,18165,H1
14231,47831,Vermillion County,IN,18165,H1
14232,47847,Vermillion County,IN,18165,H1
14233,47807,Vigo County,IN,18167,H1
14234,47801,Vigo County,IN,18167,H1
14235,47885,Vigo County,IN,18167,H1
14236,47805,Vigo County,IN,18167,H1
14237,47834,Vigo County,IN,18167,H1
14238,47871,Vigo County,IN,18167,H1
14239,47809,Vigo County,IN,18167,H1
14240,47870,Vigo County,IN,18167,H1
14241,47802,Vigo County,IN,18167,H1
14242,47866,Vigo County,IN,18167,H1
14243,47803,Vigo County,IN,18167,H1
14244,47804,Vigo County,IN,18167,H1
14245,47880,Vigo County,IN,18167,H1
14246,47846,Vigo County,IN,18167,H1
14247,47851,Vigo County,IN,18167,H1
14248,47878,Vigo County,IN,18167,H1
14249,47858,Vigo County,IN,18167,H1
14250,47876,Vigo County,IN,18167,H1
14251,47869,Vigo County,IN,18167,H1
14252,47874,Vigo County,IN,18167,H1
14253,47850,Vigo County,IN,18167,H1
14254,47842,Vigo County,IN,18167,H1
14255,47863,Vigo County,IN,18167,H1
14256,46952,Wabash County,IN,18169,H1
14257,46702,Wabash County,IN,18169,H1
14258,46970,Wabash County,IN,18169,H1
14259,46946,Wabash County,IN,18169,H1
14260,46982,Wabash County,IN,18169,H1
14261,46943,Wabash County,IN,18169,H1
14262,46911,Wabash County,IN,18169,H1
14263,46962,Wabash County,IN,18169,H1
14264,46992,Wabash County,IN,18169,H1
14265,46990,Wabash County,IN,18169,H1
14266,46919,Wabash County,IN,18169,H1
14267,46974,Wabash County,IN,18169,H1
14268,46940,Wabash County,IN,18169,H1
14269,46750,Wabash County,IN,18169,H1
14270,46941,Wabash County,IN,18169,H1
14271,46984,Wabash County,IN,18169,H1
14272,46926,Wabash County,IN,18169,H1
14273,46980,Wabash County,IN,18169,H1
14274,47970,Warren County,IN,18171,H1
14275,47975,Warren County,IN,18171,H1
14276,47917,Warren County,IN,18171,H1
14277,47982,Warren County,IN,18171,H1
14278,47932,Warren County,IN,18171,H1
14279,47991,Warren County,IN,18171,H1
14280,47918,Warren County,IN,18171,H1
14281,47993,Warren County,IN,18171,H1
14282,47921,Warren County,IN,18171,H1
14283,47906,Warren County,IN,18171,H1
14284,47944,Warren County,IN,18171,H1
14285,47629,Warrick County,IN,18173,H1
14286,47541,Warrick County,IN,18173,H1
14287,47639,Warrick County,IN,18173,H1
14288,47601,Warrick County,IN,18173,H1
14289,47613,Warrick County,IN,18173,H1
14290,47660,Warrick County,IN,18173,H1
14291,47523,Warrick County,IN,18173,H1
14292,47610,Warrick County,IN,18173,H1
14293,47537,Warrick County,IN,18173,H1
14294,47630,Warrick County,IN,18173,H1
14295,47637,Warrick County,IN,18173,H1
14296,47619,Warrick County,IN,18173,H1
14297,47108,Washington County,IN,18175,H1
14298,47167,Washington County,IN,18175,H1
14299,47126,Washington County,IN,18175,H1
14300,47106,Washington County,IN,18175,H1
14301,47165,Washington County,IN,18175,H1
14302,47164,Washington County,IN,18175,H1
14303,47170,Washington County,IN,18175,H1
14304,47115,Washington County,IN,18175,H1
14305,47452,Washington County,IN,18175,H1
14306,47120,Washington County,IN,18175,H1
14307,47125,Washington County,IN,18175,H1
14308,47281,Washington County,IN,18175,H1
14309,47145,Washington County,IN,18175,H1
14310,47346,Wayne County,IN,18177,H1
14311,47339,Wayne County,IN,18177,H1
14312,47358,Wayne County,IN,18177,H1
14313,47327,Wayne County,IN,18177,H1
14314,47345,Wayne County,IN,18177,H1
14315,47357,Wayne County,IN,18177,H1
14316,47354,Wayne County,IN,18177,H1
14317,47335,Wayne County,IN,18177,H1
14318,47374,Wayne County,IN,18177,H1
14319,47360,Wayne County,IN,18177,H1
14320,47370,Wayne County,IN,18177,H1
14321,47393,Wayne County,IN,18177,H1
14322,47325,Wayne County,IN,18177,H1
14323,47330,Wayne County,IN,18177,H1
14324,47341,Wayne County,IN,18177,H1
14325,47375,Wayne County,IN,18177,H1
14326,47331,Wayne County,IN,18177,H1
14327,47355,Wayne County,IN,18177,H1
14328,47324,Wayne County,IN,18177,H1
14329,47392,Wayne County,IN,18177,H1
14330,46952,Wells County,IN,18179,H1
14331,46759,Wells County,IN,18179,H1
14332,46792,Wells County,IN,18179,H1
14333,46740,Wells County,IN,18179,H1
14334,46733,Wells County,IN,18179,H1
14335,47359,Wells County,IN,18179,H1
14336,46781,Wells County,IN,18179,H1
14337,46819,Wells County,IN,18179,H1
14338,46731,Wells County,IN,18179,H1
14339,46778,Wells County,IN,18179,H1
14340,46991,Wells County,IN,18179,H1
14341,46714,Wells County,IN,18179,H1
14342,46777,Wells County,IN,18179,H1
14343,46770,Wells County,IN,18179,H1
14344,46783,Wells County,IN,18179,H1
14345,46791,Wells County,IN,18179,H1
14346,46799,Wells County,IN,18179,H1
14347,46798,Wells County,IN,18179,H1
14348,46766,Wells County,IN,18179,H1
14349,47920,White County,IN,18181,H1
14350,47929,White County,IN,18181,H1
14351,47906,White County,IN,18181,H1
14352,47978,White County,IN,18181,H1
14353,47959,White County,IN,18181,H1
14354,47923,White County,IN,18181,H1
14355,47970,White County,IN,18181,H1
14356,46985,White County,IN,18181,H1
14357,47960,White County,IN,18181,H1
14358,47950,White County,IN,18181,H1
14359,47925,White County,IN,18181,H1
14360,47946,White County,IN,18181,H1
14361,47980,White County,IN,18181,H1
14362,47926,White County,IN,18181,H1
14363,46996,White County,IN,18181,H1
14364,47995,White County,IN,18181,H1
14365,46978,White County,IN,18181,H1
14366,47977,White County,IN,18181,H1
14367,46725,Whitley County,IN,18183,H1
14368,46562,Whitley County,IN,18183,H1
14369,46783,Whitley County,IN,18183,H1
14370,46764,Whitley County,IN,18183,H1
14371,46814,Whitley County,IN,18183,H1
14372,46962,Whitley County,IN,18183,H1
14373,46818,Whitley County,IN,18183,H1
14374,46723,Whitley County,IN,18183,H1
14375,46787,Whitley County,IN,18183,H1
14376,50155,Adair County,IA,19001,H1
14377,50801,Adair County,IA,19001,H1
14378,50020,Adair County,IA,19001,H1
14379,50849,Adair County,IA,19001,H1
14380,50250,Adair County,IA,19001,H1
14381,50858,Adair County,IA,19001,H1
14382,50002,Adair County,IA,19001,H1
14383,50070,Adair County,IA,19001,H1
14384,50846,Adair County,IA,19001,H1
14385,50273,Adair County,IA,19001,H1
14386,50164,Adair County,IA,19001,H1
14387,50048,Adair County,IA,19001,H1
14388,50837,Adair County,IA,19001,H1
14389,50859,Adair County,IA,19001,H1
14390,50864,Adams County,IA,19003,H1
14391,50843,Adams County,IA,19003,H1
14392,50859,Adams County,IA,19003,H1
14393,50853,Adams County,IA,19003,H1
14394,50851,Adams County,IA,19003,H1
14395,50857,Adams County,IA,19003,H1
14396,50841,Adams County,IA,19003,H1
14397,50801,Adams County,IA,19003,H1
14398,50837,Adams County,IA,19003,H1
14399,50839,Adams County,IA,19003,H1
14400,52101,Allamakee County,IA,19005,H1
14401,52140,Allamakee County,IA,19005,H1
14402,52146,Allamakee County,IA,19005,H1
14403,52151,Allamakee County,IA,19005,H1
14404,52170,Allamakee County,IA,19005,H1
14405,52159,Allamakee County,IA,19005,H1
14406,52160,Allamakee County,IA,19005,H1
14407,52162,Allamakee County,IA,19005,H1
14408,52172,Allamakee County,IA,19005,H1
14409,52156,Allamakee County,IA,19005,H1
14410,52569,Appanoose County,IA,19007,H1
14411,52594,Appanoose County,IA,19007,H1
14412,52574,Appanoose County,IA,19007,H1
14413,52571,Appanoose County,IA,19007,H1
14414,52572,Appanoose County,IA,19007,H1
14415,52590,Appanoose County,IA,19007,H1
14416,52544,Appanoose County,IA,19007,H1
14417,52555,Appanoose County,IA,19007,H1
14418,52593,Appanoose County,IA,19007,H1
14419,52549,Appanoose County,IA,19007,H1
14420,52581,Appanoose County,IA,19007,H1
14421,51531,Audubon County,IA,19009,H1
14422,50076,Audubon County,IA,19009,H1
14423,50058,Audubon County,IA,19009,H1
14424,51455,Audubon County,IA,19009,H1
14425,51463,Audubon County,IA,19009,H1
14426,50117,Audubon County,IA,19009,H1
14427,50042,Audubon County,IA,19009,H1
14428,50020,Audubon County,IA,19009,H1
14429,51543,Audubon County,IA,19009,H1
14430,50022,Audubon County,IA,19009,H1
14431,51440,Audubon County,IA,19009,H1
14432,50025,Audubon County,IA,19009,H1
14433,50110,Audubon County,IA,19009,H1
14434,52332,Benton County,IA,19011,H1
14435,52354,Benton County,IA,19011,H1
14436,52209,Benton County,IA,19011,H1
14437,50651,Benton County,IA,19011,H1
14438,52315,Benton County,IA,19011,H1
14439,52352,Benton County,IA,19011,H1
14440,52206,Benton County,IA,19011,H1
14441,52349,Benton County,IA,19011,H1
14442,52249,Benton County,IA,19011,H1
14443,52229,Benton County,IA,19011,H1
14444,52257,Benton County,IA,19011,H1
14445,52324,Benton County,IA,19011,H1
14446,52228,Benton County,IA,19011,H1
14447,52346,Benton County,IA,19011,H1
14448,52208,Benton County,IA,19011,H1
14449,52313,Benton County,IA,19011,H1
14450,52210,Benton County,IA,19011,H1
14451,52351,Benton County,IA,19011,H1
14452,52345,Benton County,IA,19011,H1
14453,52224,Benton County,IA,19011,H1
14454,52301,Benton County,IA,19011,H1
14455,52404,Benton County,IA,19011,H1
14456,52318,Benton County,IA,19011,H1
14457,52213,Benton County,IA,19011,H1
14458,52225,Benton County,IA,19011,H1
14459,50703,Black Hawk County,IA,19013,H1
14460,50634,Black Hawk County,IA,19013,H1
14461,50622,Black Hawk County,IA,19013,H1
14462,50702,Black Hawk County,IA,19013,H1
14463,50613,Black Hawk County,IA,19013,H1
14464,50612,Black Hawk County,IA,19013,H1
14465,50707,Black Hawk County,IA,19013,H1
14466,50626,Black Hawk County,IA,19013,H1
14467,50704,Black Hawk County,IA,19013,H1
14468,50667,Black Hawk County,IA,19013,H1
14469,50643,Black Hawk County,IA,19013,H1
14470,50614,Black Hawk County,IA,19013,H1
14471,50675,Black Hawk County,IA,19013,H1
14472,50651,Black Hawk County,IA,19013,H1
14473,50648,Black Hawk County,IA,19013,H1
14474,50629,Black Hawk County,IA,19013,H1
14475,50647,Black Hawk County,IA,19013,H1
14476,50668,Black Hawk County,IA,19013,H1
14477,50623,Black Hawk County,IA,19013,H1
14478,50701,Black Hawk County,IA,19013,H1
14479,50669,Black Hawk County,IA,19013,H1
14480,50276,Boone County,IA,19015,H1
14481,50107,Boone County,IA,19015,H1
14482,50040,Boone County,IA,19015,H1
14483,50244,Boone County,IA,19015,H1
14484,50249,Boone County,IA,19015,H1
14485,50530,Boone County,IA,19015,H1
14486,50235,Boone County,IA,19015,H1
14487,50036,Boone County,IA,19015,H1
14488,50156,Boone County,IA,19015,H1
14489,50031,Boone County,IA,19015,H1
14490,50248,Boone County,IA,19015,H1
14491,50064,Boone County,IA,19015,H1
14492,50217,Boone County,IA,19015,H1
14493,50014,Boone County,IA,19015,H1
14494,50220,Boone County,IA,19015,H1
14495,50212,Boone County,IA,19015,H1
14496,50223,Boone County,IA,19015,H1
14497,50134,Boone County,IA,19015,H1
14498,50039,Boone County,IA,19015,H1
14499,50152,Boone County,IA,19015,H1
14500,50677,Bremer County,IA,19017,H1
14501,50645,Bremer County,IA,19017,H1
14502,50666,Bremer County,IA,19017,H1
14503,50674,Bremer County,IA,19017,H1
14504,50676,Bremer County,IA,19017,H1
14505,50613,Bremer County,IA,19017,H1
14506,50630,Bremer County,IA,19017,H1
14507,50629,Bremer County,IA,19017,H1
14508,50670,Bremer County,IA,19017,H1
14509,50647,Bremer County,IA,19017,H1
14510,50668,Bremer County,IA,19017,H1
14511,50658,Bremer County,IA,19017,H1
14512,50631,Bremer County,IA,19017,H1
14513,50622,Bremer County,IA,19017,H1
14514,50650,Buchanan County,IA,19019,H1
14515,50648,Buchanan County,IA,19019,H1
14516,50607,Buchanan County,IA,19019,H1
14517,52330,Buchanan County,IA,19019,H1
14518,52352,Buchanan County,IA,19019,H1
14519,52218,Buchanan County,IA,19019,H1
14520,50654,Buchanan County,IA,19019,H1
14521,52329,Buchanan County,IA,19019,H1
14522,50662,Buchanan County,IA,19019,H1
14523,50644,Buchanan County,IA,19019,H1
14524,50641,Buchanan County,IA,19019,H1
14525,50629,Buchanan County,IA,19019,H1
14526,52210,Buchanan County,IA,19019,H1
14527,50671,Buchanan County,IA,19019,H1
14528,50682,Buchanan County,IA,19019,H1
14529,52326,Buchanan County,IA,19019,H1
14530,50568,Buena Vista County,IA,19021,H1
14531,51002,Buena Vista County,IA,19021,H1
14532,50585,Buena Vista County,IA,19021,H1
14533,50588,Buena Vista County,IA,19021,H1
14534,51366,Buena Vista County,IA,19021,H1
14535,50510,Buena Vista County,IA,19021,H1
14536,50576,Buena Vista County,IA,19021,H1
14537,51047,Buena Vista County,IA,19021,H1
14538,50565,Buena Vista County,IA,19021,H1
14539,51033,Buena Vista County,IA,19021,H1
14540,50554,Buena Vista County,IA,19021,H1
14541,51020,Buena Vista County,IA,19021,H1
14542,51053,Buena Vista County,IA,19021,H1
14543,50592,Buena Vista County,IA,19021,H1
14544,51005,Buena Vista County,IA,19021,H1
14545,50611,Butler County,IA,19023,H1
14546,50625,Butler County,IA,19023,H1
14547,50613,Butler County,IA,19023,H1
14548,50608,Butler County,IA,19023,H1
14549,50601,Butler County,IA,19023,H1
14550,50619,Butler County,IA,19023,H1
14551,50677,Butler County,IA,19023,H1
14552,50433,Butler County,IA,19023,H1
14553,50636,Butler County,IA,19023,H1
14554,50670,Butler County,IA,19023,H1
14555,50604,Butler County,IA,19023,H1
14556,50605,Butler County,IA,19023,H1
14557,50649,Butler County,IA,19023,H1
14558,50660,Butler County,IA,19023,H1
14559,50602,Butler County,IA,19023,H1
14560,50665,Butler County,IA,19023,H1
14561,50666,Butler County,IA,19023,H1
14562,50658,Butler County,IA,19023,H1
14563,50561,Calhoun County,IA,19025,H1
14564,50523,Calhoun County,IA,19025,H1
14565,50563,Calhoun County,IA,19025,H1
14566,50586,Calhoun County,IA,19025,H1
14567,50050,Calhoun County,IA,19025,H1
14568,50551,Calhoun County,IA,19025,H1
14569,50540,Calhoun County,IA,19025,H1
14570,50579,Calhoun County,IA,19025,H1
14571,51449,Calhoun County,IA,19025,H1
14572,51453,Calhoun County,IA,19025,H1
14573,51433,Calhoun County,IA,19025,H1
14574,50552,Calhoun County,IA,19025,H1
14575,50538,Calhoun County,IA,19025,H1
14576,50575,Calhoun County,IA,19025,H1
14577,51459,Carroll County,IA,19027,H1
14578,51452,Carroll County,IA,19027,H1
14579,51462,Carroll County,IA,19027,H1
14580,50025,Carroll County,IA,19027,H1
14581,51430,Carroll County,IA,19027,H1
14582,50058,Carroll County,IA,19027,H1
14583,51436,Carroll County,IA,19027,H1
14584,51440,Carroll County,IA,19027,H1
14585,51449,Carroll County,IA,19027,H1
14586,51401,Carroll County,IA,19027,H1
14587,51466,Carroll County,IA,19027,H1
14588,51455,Carroll County,IA,19027,H1
14589,51467,Carroll County,IA,19027,H1
14590,51444,Carroll County,IA,19027,H1
14591,50050,Carroll County,IA,19027,H1
14592,51443,Carroll County,IA,19027,H1
14593,51463,Carroll County,IA,19027,H1
14594,51453,Carroll County,IA,19027,H1
14595,51451,Carroll County,IA,19027,H1
14596,51532,Cass County,IA,19029,H1
14597,51544,Cass County,IA,19029,H1
14598,51552,Cass County,IA,19029,H1
14599,50042,Cass County,IA,19029,H1
14600,50837,Cass County,IA,19029,H1
14601,50864,Cass County,IA,19029,H1
14602,50843,Cass County,IA,19029,H1
